Signal,Final Equity,Total Return,Max Drawdown
rsma_50100,10269.882000000016,2.6988200000001683,-3.545846388403088
rema_50100,10193.481800000003,1.9348180000000381,-2.8353225033726144
rbo_100,10141.542000000009,1.4154200000000783,-3.1655032861490318
rbo_50,10091.1286,0.9112860000000111,-3.7628301089160003
rrg,10023.205399999997,0.23205399999997045,-2.8632136779030115
rtt_5020,9972.3022,-0.2769779999999944,-2.523780344339917
rbo_20,9943.1343,-0.5686570000000057,-3.4070684780706655
rema_100150,9938.536999999998,-0.614630000000016,-3.760684906608952
rsma_100150,9850.644799999993,-1.4935520000000757,-4.519832884264258
rsma_50100150,9690.78529999999,-3.0921470000001006,-4.300547738352337
rema_50100150,9670.346400000004,-3.296535999999961,-4.42017130581802
