Signal,Final Equity,Total Return,Max Drawdown
rsma_100150,10400.958300000004,4.009583000000028,-4.722327568475769
rrg,10269.847999999996,2.69847999999997,-3.2153409389126266
rema_100150,10251.257100000006,2.5125710000000634,-4.507712440715799
rbo_100,10212.236100000002,2.122361000000028,-3.441406153389254
rbo_50,10165.066400000014,1.650664000000135,-3.1755778528902137
rema_50100,10122.351600000004,1.2235160000000356,-3.188946978667126
rema_50100150,10079.124500000002,0.7912450000000071,-3.165865595457415
rtt_5020,10024.38750000001,0.24387500000009332,-1.9823800133266825
rsma_50100150,9984.321400000008,-0.15678599999991993,-2.82522986734733
rbo_20,9950.792000000009,-0.49207999999991703,-3.2273695040424695
rsma_50100,9912.214200000004,-0.8778579999999647,-3.543836922986083
