Signal,Final Equity,Total Return,Max Drawdown
rrg,10991.334399999996,9.913343999999968,-9.2574908894067
rbo_100,10364.055199999984,3.6405519999998415,-6.421819160301337
rema_50100150,10354.774999999981,3.5477499999998052,-6.809228105756013
rbo_20,10298.907399999958,2.989073999999592,-3.4743453565519786
rema_50100,10232.765500000049,2.3276550000004947,-5.191334666183432
rsma_100150,10219.732199999984,2.197321999999846,-5.899867377425938
rtt_5020,10187.599200000028,1.8759920000002817,-2.4797726226182695
rsma_50100,10160.672100000005,1.6067210000000554,-3.7721530326658
rema_100150,10146.156199999985,1.4615619999998497,-5.388266957119827
rbo_50,10066.077500000021,0.6607750000002133,-2.1207835800595185
rsma_50100150,9934.786299999974,-0.6521370000002524,-1.8058785863539002
