Signal,Final Equity,Total Return,Max Drawdown
rrg,10877.683700000001,8.776837000000004,-8.130161884852324
rema_50100150,10437.670799999973,4.376707999999718,-5.666746180406102
rema_100150,10419.782999999974,4.197829999999736,-6.965019787173003
rema_50100,10136.68649999996,1.3668649999996063,-5.677027694734992
rsma_50100,10034.971200000027,0.3497120000002685,-4.531416618910381
rbo_100,9782.159900000008,-2.1784009999999188,-8.807761068045641
rbo_20,9733.736400000016,-2.6626359999998406,-4.954644526563799
rsma_100150,9643.910200000006,-3.5608979999999457,-5.434634220296288
rtt_5020,9573.240999999976,-4.267590000000232,-5.719403171690452
rsma_50100150,9563.055199999988,-4.36944800000012,-5.119461000000156
rbo_50,9458.528799999985,-5.414712000000144,-7.4127411884043255
