Signal,Final Equity,Total Return,Max Drawdown
rsma_50100,10066.539499999997,0.6653949999999798,-1.4293547842883116
rbo_100,10066.049199999992,0.6604919999999126,-1.4231924849318436
rsma_50100150,10054.848599999996,0.5484859999999481,-1.3050254545566433
rsma_100150,10049.429099999998,0.49429099999998005,-1.3050254545566433
rbo_50,10037.69450000001,0.3769450000000951,-1.7957342055206567
rrg,10031.419899999992,0.3141989999999151,-1.4223401665661195
rema_50100150,10028.650699999987,0.2865069999998804,-1.3050254545566433
rema_100150,10016.739399999997,0.16739399999996518,-1.3050254545566433
rema_50100,10008.091299999995,0.08091299999994916,-1.4293547842883116
rtt_5020,9988.369600000024,-0.11630399999976726,-0.8508230794746074
rbo_20,9926.361000000014,-0.7363899999998647,-0.8613066186618328
