Signal,Final Equity,Total Return,Max Drawdown
rrg,110031.46709999975,10.031467099999759,-13.215105870249833
rsma_50100150,105043.75339999983,5.0437533999998285,-7.9337142662523705
rema_50100150,102799.35319999988,2.7993531999998877,-7.3760929666273585
rema_100150,102012.24949999989,2.0122494999998963,-6.676295021132781
rbo_100,101915.2773000003,1.9152773000003176,-7.207993628208607
rsma_50100,101901.53769999999,1.901537699999989,-5.923147116119249
rema_50100,101513.75650000041,1.5137565000004072,-7.233844318055324
rsma_100150,100975.74800000023,0.9757480000002206,-6.0065197757974875
rbo_20,99321.39359999957,-0.6786064000004255,-4.546643254302613
rtt_5020,97948.77789999981,-2.051222100000183,-5.266586359921343
rbo_50,95454.19710000003,-4.545802899999963,-7.909620877051425
