Signal,Final Equity,Total Return,Max Drawdown
rsma_50100,10152.927699999997,1.5292769999999622,-2.0687811155016362
rsma_50100150,10144.774499999989,1.4477449999998893,-1.6891069667842509
rbo_100,10128.858799999978,1.2885879999997796,-2.0048905112630697
rbo_20,10106.6574,1.066574000000009,-1.8663322085543377
rtt_5020,10063.496700000007,0.6349670000000751,-1.7263058451292348
rema_50100,10058.961099999977,0.5896109999997678,-2.0048905112630697
rema_50100150,10055.608299999998,0.556082999999985,-1.887634329989448
rbo_50,10040.472800000005,0.40472800000004305,-1.7693490868220991
rema_100150,10037.07609999998,0.3707609999997974,-1.887634329989448
rsma_100150,10020.94959999998,0.20949599999979807,-1.887634329989448
rrg,10003.823999999988,0.03823999999987837,-0.5423155776845753
