Signal,Final Equity,Total Return,Max Drawdown
rsma_50100150,10849.397100000018,8.493971000000178,-8.518091410907019
rema_100150,10717.434399999995,7.174343999999944,-10.00148407151708
rrg,10650.874100000008,6.508741000000073,-8.296051780964556
rsma_100150,10256.5978,2.565978000000002,-7.042135417511801
rbo_50,10209.795699999999,2.0979569999999947,-8.225402988031355
rsma_50100,10175.892800000018,1.7589280000001706,-7.418348146515632
rbo_100,10086.850300000013,0.8685030000001204,-7.66052221329624
rema_50100150,9998.342100000016,-0.016578999999838917,-7.532575278613915
rema_50100,9967.912200000013,-0.320877999999869,-7.371902370207375
rtt_5020,9920.320199999993,-0.7967980000000763,-3.6649672228507546
rbo_20,9675.702100000015,-3.242978999999846,-5.360366488734708
