Signal,Final Equity,Total Return,Max Drawdown,Ticker
rema_50100,2560.795799999997,2.4318319999998783,-2.6214941429336,BMED.MI
rsma_50100150,2560.132799999997,2.405311999999893,-2.4986397709290578,BMED.MI
rema_50100150,2560.132799999997,2.405311999999893,-2.4986397709290578,BMED.MI
rema_100150,2560.132799999997,2.405311999999893,-2.4986397709290578,BMED.MI
rsma_100150,2560.132799999997,2.405311999999893,-2.4986397709290578,BMED.MI
rbo_100,2555.3848000000057,2.215392000000227,-2.369111498764687,BMED.MI
rbo_50,2532.1375000000057,1.285500000000228,-1.557616369071943,BMED.MI
rrg,2528.833299999999,1.1533319999999625,-1.2674427254865774,BMED.MI
rtt_5020,2507.097300000002,0.2838920000000966,-0.8621629857417545,BMED.MI
rbo_20,2494.118500000004,-0.2352599999998372,-0.9970871570875084,BMED.MI
rsma_50100,2626.019600000002,5.040784000000076,-4.990061764961775,BPE.MI
rema_50100,2626.019600000002,5.040784000000076,-4.990061764961775,BPE.MI
rrg,2623.7460000000005,4.949840000000028,-4.724070089101628,BPE.MI
rema_100150,2605.391000000003,4.21564000000012,-4.417540399886388,BPE.MI
rsma_50100150,2605.391000000003,4.21564000000012,-4.417540399886388,BPE.MI
rema_50100150,2605.391000000003,4.21564000000012,-4.417540399886388,BPE.MI
rsma_100150,2605.391000000003,4.21564000000012,-4.417540399886388,BPE.MI
rbo_20,2564.6542999999965,2.5861719999998645,-2.6883545279375904,BPE.MI
rbo_100,2564.2050000000017,2.568200000000065,-2.5721422429174616,BPE.MI
rtt_5020,2541.1730999999977,1.6469239999999052,-1.7393620292925769,BPE.MI
rbo_50,2533.4892000000045,1.3395680000001908,-2.685287263671553,BPE.MI
rsma_50100150,2523.1384999999955,0.9255399999998248,-1.8842782486400909,BZU.MI
rrg,2515.6859999999983,0.6274399999999236,-1.4664946261178942,BZU.MI
rbo_20,2501.977899999998,0.0791159999999235,-1.6513390273587985,BZU.MI
rtt_5020,2487.221000000001,-0.5111599999999661,-1.0851390199255082,BZU.MI
rsma_100150,2483.699099999998,-0.652036000000078,-1.8414084652612108,BZU.MI
rema_100150,2480.1455,-0.794180000000011,-1.947783650823231,BZU.MI
rbo_100,2470.9811999999997,-1.1607520000000315,-1.6388700700155034,BZU.MI
rbo_50,2462.8110000000024,-1.487559999999899,-2.1608789776842783,BZU.MI
rema_50100150,2448.831299999999,-2.046748000000042,-2.265796386707517,BZU.MI
rsma_50100,2432.5369999999984,-2.69852000000006,-2.7720593252088603,BZU.MI
rema_50100,2428.317100000002,-2.86731599999992,-2.9938076036808106,BZU.MI
rrg,2523.384400000004,0.9353760000001544,-1.8163313656197693,CEM.MI
rema_100150,2519.9631000000018,0.7985240000000671,-2.102650205574132,CEM.MI
rema_50100150,2501.921800000002,0.0768720000000833,-1.7388393938912727,CEM.MI
rsma_50100150,2494.9969000000024,-0.2001239999999016,-1.8220458553374872,CEM.MI
rbo_20,2493.5501000000013,-0.2579959999999492,-1.1452468188771474,CEM.MI
rtt_5020,2489.8375000000024,-0.4064999999999097,-1.0650282198583685,CEM.MI
rbo_50,2482.2964999999995,-0.7081400000000238,-1.6669084984058902,CEM.MI
rsma_50100,2476.742800000004,-0.9302879999998348,-2.0282296347061792,CEM.MI
rbo_100,2473.6013,-1.0559480000000063,-1.9955768349942968,CEM.MI
rema_50100,2469.1286000000027,-1.2348559999998954,-1.9529593711606985,CEM.MI
rsma_100150,2459.4953000000028,-1.6201879999998892,-1.8794996506875676,CEM.MI
rrg,2560.849099999997,2.433963999999889,-2.622455183932454,CPR.MI
rema_50100,2553.896699999998,2.1558679999999164,-2.629576156551371,CPR.MI
rema_100150,2549.1835000000005,1.9673400000000285,-2.3629480360690103,CPR.MI
rbo_100,2525.0754,1.00301599999999,-2.0370210650613143,CPR.MI
rsma_100150,2518.5593999999987,0.7423759999999557,-2.1112825650910043,CPR.MI
rsma_50100,2506.8687,0.2747480000000024,-2.412452763127042,CPR.MI
rbo_50,2495.5528000000018,-0.1778879999999261,-2.0543763931199126,CPR.MI
rtt_5020,2491.4635,-0.3414600000000045,-2.093463539700171,CPR.MI
rbo_20,2478.1527999999967,-0.8738880000001337,-2.1747370046597605,CPR.MI
rsma_50100150,2466.3800999999994,-1.344796000000026,-2.1503506034637563,CPR.MI
rema_50100150,2450.8164999999995,-1.9673400000000172,-2.412876342309171,CPR.MI
rsma_50100,2549.9204999999997,1.9968199999999656,-2.532765541152977,DIA.MI
rrg,2548.7024,1.9480960000000105,-2.2210118139576114,DIA.MI
rbo_100,2539.553999999999,1.582159999999977,-2.057957546671976,DIA.MI
rema_50100,2538.105699999999,1.5242279999999608,-2.0955129938286228,DIA.MI
rema_100150,2527.350699999998,1.0940279999999358,-1.7299308887483236,DIA.MI
rsma_100150,2526.340499999997,1.0536199999999107,-1.813024177548936,DIA.MI
rbo_50,2517.2742000000007,0.6909680000000362,-1.900149224329018,DIA.MI
rtt_5020,2516.997700000001,0.6799080000000401,-1.6532437956163308,DIA.MI
rbo_20,2511.1276000000003,0.4451040000000184,-1.9653145548058883,DIA.MI
rsma_50100150,2470.388899999998,-1.184444000000073,-1.8044117502207424,DIA.MI
rema_50100150,2465.063699999999,-1.3974520000000434,-1.9165304126247555,DIA.MI
rema_50100150,2529.060100000004,1.1624040000001612,-2.176993464465474,ELN.MI
rsma_50100150,2494.4002000000005,-0.2239919999999839,-2.410198324515224,ELN.MI
rbo_20,2494.093700000001,-0.2362519999999701,-1.705221287266059,ELN.MI
rrg,2484.3867999999984,-0.6245280000000686,-1.8699096048184012,ELN.MI
rema_100150,2474.2727,-1.029091999999998,-1.494030641545542,ELN.MI
rsma_50100,2466.226399999994,-1.3509440000002315,-2.204340603765176,ELN.MI
rtt_5020,2463.5828999999985,-1.4566840000000636,-1.6602509195949178,ELN.MI
rema_50100,2459.552099999998,-1.6179160000000747,-2.1285565281674392,ELN.MI
rbo_50,2454.2131999999965,-1.831472000000145,-2.2929817416005966,ELN.MI
rbo_100,2446.0135000000014,-2.1594599999999464,-2.952068376236783,ELN.MI
rsma_100150,2415.378200000001,-3.384871999999961,-4.383599463848388,ELN.MI
rema_50100150,2523.422200000002,0.936888000000069,-1.3189101666866172,ENAV.MI
rema_50100,2516.458600000002,0.6583440000000884,-0.938080444309988,ENAV.MI
rrg,2503.9738999999995,0.1589559999999767,-0.3870699780148056,ENAV.MI
rbo_20,2503.9014000000006,0.1560560000000155,-2.142265988586055,ENAV.MI
rbo_100,2500.670300000001,0.0268120000000537,-1.0200858791470355,ENAV.MI
rsma_50100150,2488.9569000000038,-0.4417239999998656,-1.889016335592273,ENAV.MI
rsma_100150,2482.8422999999984,-0.6863080000000576,-1.5893411510194495,ENAV.MI
rtt_5020,2479.675,-0.8129999999999971,-1.4030177593931623,ENAV.MI
rsma_50100,2476.955799999996,-0.921768000000156,-2.097014918250163,ENAV.MI
rema_100150,2467.4502999999995,-1.3019880000000206,-1.8726412291580448,ENAV.MI
rbo_50,2464.102399999999,-1.4359040000000434,-1.9101774640319145,ENAV.MI
rbo_20,2542.055199999996,1.6822079999998518,-1.9918218404237849,ENEL.MI
rema_50100150,2512.379699999998,0.4951879999999242,-1.0244031287695787,ENEL.MI
rsma_50100150,2510.0532,0.4021279999999905,-1.1592879226453898,ENEL.MI
rtt_5020,2509.476699999995,0.3790679999998048,-1.0382639249097436,ENEL.MI
rrg,2502.3553,0.0942120000000157,-0.575351815807056,ENEL.MI
rsma_50100,2495.029399999996,-0.1988240000001861,-1.3571018916311903,ENEL.MI
rbo_50,2493.8555999999976,-0.2457760000000974,-1.0739453590323882,ENEL.MI
rema_100150,2489.915599999999,-0.4033760000000441,-1.3375250686772715,ENEL.MI
rsma_100150,2480.600399999995,-0.7759840000002072,-1.5463635964931493,ENEL.MI
rema_50100,2479.6899000000008,-0.8124039999999666,-1.5603109111962177,ENEL.MI
rbo_100,2471.330099999997,-1.1467960000001276,-1.8094017107642424,ENEL.MI
rsma_100150,2521.058500000001,0.8423400000000303,-0.9327272651547486,ENI.MI
rema_50100,2517.237100000004,0.6894840000001512,-1.0844062152061984,ENI.MI
rema_100150,2515.137400000001,0.6054960000000609,-1.082018932192568,ENI.MI
rsma_50100150,2514.5962000000054,0.58384800000022,-0.9329410423829524,ENI.MI
rsma_50100,2514.4809999999998,0.5792399999999809,-1.0622907868462896,ENI.MI
rbo_100,2507.060400000003,0.2824160000001185,-1.086131700967878,ENI.MI
rrg,2505.791199999996,0.2316479999998399,-1.0127112349147795,ENI.MI
rema_50100150,2488.953999999997,-0.4418400000001043,-1.0917074629201673,ENI.MI
rbo_20,2479.644800000002,-0.8142079999999274,-1.638777492162378,ENI.MI
rtt_5020,2457.568000000002,-1.6972799999999233,-1.8940874500470848,ENI.MI
rbo_50,2443.985800000001,-2.240567999999965,-2.4942752524309904,ENI.MI
rema_50100,2526.317300000001,1.052692000000066,-1.914045628425324,ERG.MI
rema_100150,2522.6245000000017,0.9049800000000774,-1.8752787552632548,ERG.MI
rsma_100150,2513.537000000002,0.5414800000000941,-1.5406842548376247,ERG.MI
rbo_100,2512.8239999999987,0.5129599999999401,-1.4330767420913535,ERG.MI
rsma_50100,2511.001400000001,0.4400560000000553,-1.339000204507396,ERG.MI
rsma_50100150,2494.6114,-0.215544000000023,-1.4448926456334388,ERG.MI
rrg,2484.3398000000007,-0.6264079999999783,-2.349850104080652,ERG.MI
rbo_20,2479.560900000001,-0.8175639999999706,-2.08716169315886,ERG.MI
rbo_50,2472.446299999996,-1.1021480000001582,-1.8708537120706616,ERG.MI
rtt_5020,2468.3840999999998,-1.26463600000003,-1.7588546426076532,ERG.MI
rema_50100150,2454.2846000000013,-1.8286159999999496,-2.017054432670176,ERG.MI
rrg,2528.6254999999974,1.145019999999897,-1.2490299198453263,FBK.MI
rema_50100150,2515.0517000000023,0.6020680000000889,-1.0590508892204924,FBK.MI
rbo_20,2510.905500000005,0.436220000000187,-1.2860765827356837,FBK.MI
rsma_100150,2500.645200000001,0.0258080000000271,-1.0980620313298208,FBK.MI
rema_50100,2499.5055000000043,-0.0197799999998249,-0.8543246071169152,FBK.MI
rtt_5020,2496.187800000004,-0.1524879999998507,-0.6271185285388697,FBK.MI
rbo_50,2495.2920000000045,-0.1883199999998197,-0.8721377438002871,FBK.MI
rema_100150,2490.229400000003,-0.3908239999998786,-0.9467554967093468,FBK.MI
rsma_50100150,2472.8125000000005,-1.0874999999999857,-1.679433256514674,FBK.MI
rbo_100,2463.5204000000017,-1.4591839999999356,-1.8870192039314664,FBK.MI
rsma_50100,2457.461800000003,-1.7015279999998745,-2.318136754563967,FBK.MI
rbo_100,2515.0134000000053,0.6005360000002069,-1.2953978942229365,G.MI
rsma_50100,2514.6759000000043,0.5870360000001629,-1.3010956106285487,G.MI
rsma_100150,2511.6971000000035,0.4678840000001294,-1.187682756563481,G.MI
rsma_50100150,2511.674900000003,0.4669960000001305,-1.187682756563481,G.MI
rbo_50,2508.642600000005,0.345704000000202,-1.5649512404824464,G.MI
rrg,2507.8132000000046,0.3125280000001895,-1.2946917323072893,G.MI
rema_50100150,2505.279900000001,0.2111960000000357,-1.187682756563481,G.MI
rema_100150,2504.542500000005,0.1817000000001734,-1.187682756563481,G.MI
rema_50100,2501.867800000005,0.0747120000001988,-1.3010956106285487,G.MI
rtt_5020,2498.231600000005,-0.0707359999997936,-0.7963941874131417,G.MI
rbo_20,2484.2115000000017,-0.6315399999999305,-0.7230978856526061,G.MI
rsma_50100,2556.0301000000013,2.241204000000052,-2.631308059717747,GVS.MI
rema_50100,2549.1972000000005,1.9678880000000287,-2.2867395905153365,GVS.MI
rema_100150,2544.817699999999,1.7927079999999762,-2.3427048566153776,GVS.MI
rrg,2520.725800000001,0.8290320000000628,-1.4269255607015443,GVS.MI
rsma_50100150,2519.3096000000014,0.7723840000000592,-1.7739793631766585,GVS.MI
rsma_100150,2503.9502999999977,0.1580119999999185,-1.7854697903188457,GVS.MI
rbo_100,2494.3214000000007,-0.227143999999968,-1.7257702688256598,GVS.MI
rbo_50,2457.2165000000023,-1.7113399999999055,-3.3590895198057145,GVS.MI
rtt_5020,2447.575300000004,-2.0969879999998557,-3.016318768618845,GVS.MI
rema_50100150,2441.9170999999974,-2.3233160000001085,-2.9195695231456384,GVS.MI
rbo_20,2433.0227999999997,-2.679088000000029,-2.993786022676844,GVS.MI
rsma_50100150,2521.242299999999,0.8496919999999575,-1.372328932953744,HER.MI
rema_50100150,2517.283399999998,0.6913359999999091,-1.0614056741594693,HER.MI
rrg,2500.011300000001,0.0004520000000507,-1.4886548331025728,HER.MI
rbo_50,2499.593099999999,-0.0162760000000372,-0.8795862456619218,HER.MI
rtt_5020,2491.1742,-0.3530319999999975,-0.8945610003039152,HER.MI
rema_50100,2489.8303,-0.4067880000000023,-1.3784547675471617,HER.MI
rbo_20,2474.925600000002,-1.0029759999999222,-1.3114371426805296,HER.MI
rsma_50100,2472.5644999999995,-1.0974200000000156,-1.701328557618312,HER.MI
rbo_100,2471.691399999999,-1.1323440000000518,-1.726722570386608,HER.MI
rsma_100150,2451.1791000000017,-1.952835999999936,-2.228825800979833,HER.MI
rema_100150,2450.585900000001,-1.9765639999999585,-2.5813813030589388,HER.MI
rbo_100,2544.1408000000024,1.7656320000001058,-2.0879547818676776,IGD.MI
rrg,2541.475200000001,1.6590080000000509,-1.847770682156855,IGD.MI
rsma_50100,2535.2296,1.4091840000000078,-2.583443350181839,IGD.MI
rbo_20,2523.819799999998,0.9527919999999136,-4.120388006851581,IGD.MI
rema_50100,2500.4489000000017,0.0179560000000744,-1.7825101098656184,IGD.MI
rema_50100150,2488.9741999999974,-0.4410320000001078,-1.418103051284595,IGD.MI
rema_100150,2486.241599999999,-0.5503360000000401,-1.68131199999998,IGD.MI
rtt_5020,2479.737,-0.8105199999999924,-2.809244009318136,IGD.MI
rbo_50,2469.7142999999937,-1.2114280000002475,-3.0312569144980746,IGD.MI
rsma_100150,2458.6507999999994,-1.653968000000028,-2.1475280000000385,IGD.MI
rsma_50100150,2437.1649,-2.513403999999997,-2.649523999999965,IGD.MI
rrg,2689.8281999999977,7.593127999999916,-9.113203592108784,IGV.MI
rsma_50100,2583.2315999999983,3.329263999999932,-5.594714222081549,IGV.MI
rbo_100,2580.500700000004,3.2200280000001635,-7.7486009152816,IGV.MI
rema_100150,2579.6131,3.184524,-7.108193376256571,IGV.MI
rsma_100150,2576.247599999996,3.0499039999998256,-7.203257621258392,IGV.MI
rsma_50100150,2550.488199999996,2.019527999999826,-4.63383932245927,IGV.MI
rema_50100,2544.4247000000028,1.7769880000001017,-8.099148476845063,IGV.MI
rema_50100150,2535.5129,1.420515999999994,-7.094466019994469,IGV.MI
rbo_50,2529.191699999996,1.167667999999833,-4.7433782806155245,IGV.MI
rtt_5020,2518.8561000000004,0.754244000000015,-3.0030626070115938,IGV.MI
rbo_20,2517.307499999999,0.6922999999999568,-2.641354593926198,IGV.MI
rbo_50,2536.991899999997,1.4796759999998743,-1.8370305253125128,INW.MI
rema_100150,2535.691099999995,1.4276439999997947,-1.9268609481314056,INW.MI
rrg,2528.0956,1.1238239999999955,-1.7598543555742714,INW.MI
rbo_100,2527.8148,1.112591999999979,-1.7787788012211,INW.MI
rbo_20,2524.3852999999995,0.9754119999999756,-1.377667201541612,INW.MI
rtt_5020,2523.1747999999966,0.92699199999986,-1.1873151536298123,INW.MI
rsma_50100,2521.271400000001,0.8508560000000331,-1.4000536557937224,INW.MI
rema_50100,2496.165500000001,-0.1533799999999474,-1.4305839737024306,INW.MI
rema_50100150,2488.285699999999,-0.4685720000000448,-1.395507032832055,INW.MI
rsma_100150,2484.9191000000005,-0.6032359999999737,-1.4009959999999773,INW.MI
rsma_50100150,2463.160499999994,-1.4735800000002408,-1.6817080000002531,INW.MI
rbo_50,2538.0307,1.5212279999999634,-1.5732717402962049,IP.MI
rtt_5020,2521.7379,0.8695159999999813,-1.3614612700265507,IP.MI
rema_50100150,2514.5395000000003,0.5815800000000149,-1.28052669369366,IP.MI
rema_100150,2514.2017,0.5680679999999994,-1.968850571264201,IP.MI
rsma_50100,2513.2391999999963,0.5295679999998582,-1.223291344975908,IP.MI
rbo_20,2511.391000000001,0.4556400000000682,-1.4870967724014832,IP.MI
rsma_50100150,2508.6807000000017,0.347228000000066,-0.8960010444049458,IP.MI
rema_50100,2500.0269999999964,0.0010799999998534,-1.1255237955273585,IP.MI
rbo_100,2489.6797,-0.4128120000000179,-1.177643092048162,IP.MI
rrg,2484.2281999999964,-0.6308720000001489,-1.7531105740591917,IP.MI
rsma_100150,2482.5170000000007,-0.69931999999997,-1.5246729966463912,IP.MI
rbo_50,2555.575400000004,2.223016000000144,-2.260220668272756,ISP.MI
rrg,2550.0136000000048,2.0005440000001817,-2.074048157789783,ISP.MI
rsma_50100,2545.509099999999,1.8203639999999632,-1.9435450856341516,ISP.MI
rema_50100,2545.509099999999,1.8203639999999632,-1.9435450856341516,ISP.MI
rbo_100,2544.869499999999,1.7947799999999514,-1.9440330325582127,ISP.MI
rtt_5020,2537.640399999999,1.5056159999999652,-1.5439716831010792,ISP.MI
rsma_50100150,2537.2438,1.4897520000000108,-1.6565061616599146,ISP.MI
rema_100150,2537.2438,1.4897520000000108,-1.6565061616599146,ISP.MI
rsma_100150,2537.2438,1.4897520000000108,-1.6565061616599146,ISP.MI
rema_50100150,2537.2438,1.4897520000000108,-1.6565061616599146,ISP.MI
rbo_20,2520.493599999999,0.8197439999999556,-1.4035723624026184,ISP.MI
rsma_100150,2530.629900000002,1.225196000000084,-1.7849102440217683,ITW.MI
rbo_50,2518.5436999999984,0.741747999999931,-1.9056321514402423,ITW.MI
rema_100150,2511.5835000000025,0.4633400000001009,-1.7849102440217683,ITW.MI
rbo_100,2503.2819999999992,0.131279999999978,-1.7434796832566293,ITW.MI
rrg,2500.7821,0.0312839999999869,-1.0085352848596834,ITW.MI
rema_50100150,2490.687199999999,-0.372512000000047,-2.468769367576217,ITW.MI
rtt_5020,2486.6869000000006,-0.5325239999999787,-2.3878432248002768,ITW.MI
rema_50100,2485.4752999999973,-0.5809880000001044,-2.7294139812375477,ITW.MI
rsma_50100,2478.1861999999987,-0.8725520000000486,-2.8148804240406013,ITW.MI
rsma_50100150,2454.6043999999997,-1.8158240000000323,-1.9455684239243305,ITW.MI
rbo_20,2437.185599999993,-2.512576000000266,-3.636537115782284,ITW.MI
rrg,2536.2015999999994,1.4480639999999712,-1.4949287225184449,JUVE.MI
rsma_100150,2533.416499999997,1.3366599999999007,-2.4235823524634514,JUVE.MI
rbo_100,2517.259300000001,0.6903720000000613,-2.7370735500549594,JUVE.MI
rema_100150,2482.8121999999985,-0.6875120000000567,-3.3489341857140884,JUVE.MI
rema_50100150,2478.3055999999992,-0.8677760000000312,-2.586684911731291,JUVE.MI
rbo_50,2476.368300000002,-0.9452679999999214,-4.079003130874432,JUVE.MI
rtt_5020,2473.652199999998,-1.053912000000068,-2.968689077225708,JUVE.MI
rbo_20,2463.740999999994,-1.4503600000002392,-4.299028087252372,JUVE.MI
rema_50100,2447.3904000000016,-2.104383999999937,-3.640653556680604,JUVE.MI
rsma_50100150,2440.7085999999986,-2.3716560000000557,-3.496735637980384,JUVE.MI
rsma_50100,2437.171100000002,-2.513155999999928,-3.79445801082904,JUVE.MI
rsma_50100150,2588.515800000004,3.5406320000001656,-3.7317651581102154,LDO.MI
rrg,2577.966999999996,3.1186799999998183,-4.182840603172733,LDO.MI
rema_100150,2577.762000000001,3.1104800000000488,-4.584502234823478,LDO.MI
rbo_50,2531.928199999998,1.2771279999999274,-4.067977103462874,LDO.MI
rsma_100150,2526.992999999998,1.0797199999999174,-3.1221687714699,LDO.MI
rbo_100,2515.436799999998,0.6174719999999301,-3.867457417668748,LDO.MI
rsma_50100,2513.1217999999985,0.5248719999999318,-3.131026482350922,LDO.MI
rema_50100150,2505.829199999997,0.2331679999998837,-3.868328472604772,LDO.MI
rema_50100,2503.082699999995,0.1233079999997999,-3.872464537688751,LDO.MI
rtt_5020,2490.986900000001,-0.360523999999951,-1.5671936828760251,LDO.MI
rbo_20,2459.4856000000013,-1.6205759999999514,-2.446100847329281,LDO.MI
rrg,2537.7990000000004,1.5119600000000233,-2.1023209002422343,LUVE.MI
rema_100150,2510.7608,0.4304319999999917,-1.1813662284449191,LUVE.MI
rsma_50100150,2507.3327000000027,0.2933080000001142,-0.979837564298186,LUVE.MI
rbo_100,2504.7092000000007,0.1883680000000387,-1.1118906065153575,LUVE.MI
rsma_50100,2502.1073999999967,0.0842959999998615,-1.3041575360076374,LUVE.MI
rsma_100150,2495.211900000003,-0.1915239999998763,-1.0196303971390346,LUVE.MI
rbo_50,2487.4742999999967,-0.5010280000001366,-1.3290317788420267,LUVE.MI
rema_50100,2481.168600000001,-0.7532559999999688,-1.7144548929065788,LUVE.MI
rema_50100150,2476.9433000000017,-0.922267999999926,-1.6202282677016977,LUVE.MI
rtt_5020,2449.6686999999997,-2.013252000000032,-2.171968198794308,LUVE.MI
rbo_20,2420.9173000000005,-3.163307999999976,-3.842334967394245,LUVE.MI
rrg,2548.436700000001,1.9374680000000533,-2.039736548446402,MARR.MI
rema_100150,2529.328300000004,1.1731320000001766,-1.570064528928511,MARR.MI
rbo_100,2527.1039999999985,1.084159999999934,-1.4853954409368937,MARR.MI
rsma_100150,2518.297200000004,0.7318880000001693,-1.4665372131321477,MARR.MI
