Signal,Final Equity,Total Return,Max Drawdown
rema_50100150,10187.860499999982,1.8786049999998333,-2.620247900529562
rema_50100,10135.296599999994,1.3529659999999444,-1.8658468665293355
rrg,10033.468699999994,0.33468699999994467,-0.7880996643049344
rbo_20,10030.086700000007,0.30086700000007127,-4.263135762189238
rbo_100,10005.947700000013,0.0594770000001299,-2.018943820275804
rsma_50100150,9908.5492,-0.9145080000000028,-3.802159461368123
rsma_100150,9860.703999999998,-1.3929600000000208,-3.204427659253532
rtt_5020,9838.110099999994,-1.6188990000000514,-2.8267887466223582
rsma_50100,9815.618099999996,-1.8438190000000354,-4.197611772537068
rema_100150,9736.212799999998,-2.63787200000003,-3.777268870823159
rbo_50,9713.92059999999,-2.8607940000000998,-3.8052382134057505
