Signal,Final Equity,Total Return,Max Drawdown
rsma_50100,10257.939999999991,2.5793999999999206,-2.5145399563654265
rema_50100,10257.939999999991,2.5793999999999206,-2.5145399563654265
rbo_100,10250.888499999992,2.5088849999999274,-2.4878233725788
rema_50100150,10221.37720000001,2.2137720000001027,-2.23633660638221
rema_100150,10221.37720000001,2.2137720000001027,-2.23633660638221
rsma_50100150,10221.37720000001,2.2137720000001027,-2.23633660638221
rsma_100150,10221.37720000001,2.2137720000001027,-2.23633660638221
rbo_50,10196.435199999993,1.964351999999936,-2.126955114665895
rrg,10159.829199999998,1.59829199999999,-1.5731484934805628
rtt_5020,10124.471200000007,1.24471200000007,-1.5446342492310945
rbo_20,10087.296300000013,0.8729630000001265,-1.5754852714376064
