Signal,Final Equity,Total Return,Max Drawdown
rsma_100150,2521.058500000001,0.8423400000000303,-0.9327272651547486
rema_50100,2517.237100000004,0.6894840000001512,-1.0844062152061984
rema_100150,2515.1374000000014,0.6054960000000609,-1.082018932192568
rsma_50100150,2514.5962000000054,0.58384800000022,-0.9329410423829523
rsma_50100,2514.4809999999993,0.5792399999999809,-1.0622907868462896
rbo_100,2507.060400000003,0.28241600000011857,-1.0861317009678781
rrg,2505.791199999996,0.23164799999983998,-1.0127112349147795
rema_50100150,2488.9539999999974,-0.44184000000010437,-1.0917074629201673
rbo_20,2479.644800000002,-0.8142079999999274,-1.638777492162378
rtt_5020,2457.568000000002,-1.6972799999999233,-1.8940874500470852
rbo_50,2443.985800000001,-2.240567999999965,-2.4942752524309904
