Signal,Final Equity,Total Return,Max Drawdown
rrg,10221.5145,2.215144999999996,-2.382444705625665
rsma_100150,10212.346900000002,2.1234690000000223,-2.2632706018535407
rsma_50100,10179.214000000005,1.7921400000000531,-2.022541265103805
rbo_100,10174.724500000006,1.7472450000000528,-1.9641096521765071
rema_50100,10134.195999999998,1.3419599999999754,-1.6467786657871148
rema_100150,10109.403300000004,1.0940330000000387,-1.5127903740698188
rbo_50,10044.555800000007,0.44555800000007917,-1.5225556906155058
rtt_5020,9970.265800000003,-0.29734199999996713,-1.124926150719658
rbo_20,9872.047399999998,-1.2795260000000197,-1.9746366805567492
rema_50100150,9830.8791,-1.6912089999999935,-2.0714720816916206
rsma_50100150,9818.016099999999,-1.819839000000012,-2.3005964406081025
