Signal,Final Equity,Total Return,Max Drawdown
rrg,12313.680100000034,23.13680100000035,-20.618558216402114
rema_50100150,12217.122100000015,22.171221000000152,-18.147662615240723
rema_50100,11006.330000000024,10.063300000000241,-15.240653333127382
rsma_50100150,10919.61440000003,9.196144000000306,-8.42167467012413
rema_100150,10761.586099999982,7.615860999999824,-14.456142296719493
rsma_100150,10690.34550000005,6.9034550000005135,-14.595154104233801
rsma_50100,10218.130300000003,2.1813030000000344,-7.302558081491697
rbo_100,10190.358599999981,1.903585999999824,-8.031249439168793
rbo_50,9764.628900000005,-2.3537109999999473,-5.707513381666682
rbo_20,9728.9086,-2.7109139999999976,-8.051607264642184
rtt_5020,9727.380299999933,-2.726197000000663,-4.9713111784727255
