Signal,Final Equity,Total Return,Max Drawdown
rrg,10238.562500000002,2.3856250000000134,-2.5513356396768745
rema_50100150,10135.820699999991,1.3582069999999113,-2.3126814341433035
rbo_20,10090.738799999986,0.9073879999998535,-2.676979649746638
rsma_100150,9998.421000000008,-0.015789999999926696,-2.3276244232220287
rema_50100,9994.772600000013,-0.052273999999874476,-1.8278774934329014
rtt_5020,9967.196300000001,-0.32803699999998104,-1.3403439671913329
rbo_50,9960.802,-0.3919800000000029,-1.8425779777785478
rema_100150,9913.669999999995,-0.8633000000000557,-2.0570515225001036
rsma_50100150,9773.930900000001,-2.2606909999999925,-3.5591526589198086
rbo_100,9679.687499999989,-3.2031250000001066,-4.129526871362075
rsma_50100,9637.659799999985,-3.6234020000001532,-4.975164008827924
