Signal,Final Equity,Total Return,Max Drawdown
rbo_20,2540.3226,1.612904000000004,-1.7076485638039027
rema_100150,2533.614000000002,1.3445600000000724,-1.7395723777106564
rsma_50100150,2524.2571999999977,0.9702879999999192,-1.9617906876494091
rtt_5020,2514.5664000000033,0.5826560000001368,-1.32956932169298
rrg,2508.7391999999986,0.3495679999999446,-1.1770914769096306
rema_50100150,2505.8735999999985,0.23494399999994808,-1.3715900739053635
rema_50100,2501.7060000000015,0.0682400000000527,-1.3687981201682236
rbo_50,2490.0996000000027,-0.396015999999888,-2.060985788548357
rsma_100150,2488.074400000001,-0.47702399999997036,-1.250324715276058
rsma_50100,2484.1772000000024,-0.6329119999999078,-1.6142775816883468
rbo_100,2479.4946000000023,-0.820215999999907,-1.7497765997067987
