Signal,Final Equity,Total Return,Max Drawdown
rbo_50,11446.29090000003,14.462909000000312,-16.951825879575846
rtt_5020,11394.870400000014,13.948704000000145,-15.058698213475816
rbo_20,11113.613100000026,11.13613100000026,-14.521094689450448
rrg,11078.913700000021,10.789137000000215,-13.000329267420938
rsma_50100150,10436.176900000015,4.36176900000016,-10.863922361631985
rbo_100,10390.395999999986,3.903959999999862,-10.10529316327144
rema_50100150,10077.546899999998,0.7754689999999842,-10.91817073636108
rsma_50100,9780.165499999968,-2.1983450000003124,-10.143031442948493
rema_50100,9678.45020000004,-3.215497999999606,-7.002480181733064
rsma_100150,9334.838699999997,-6.651613000000034,-12.441855480549112
rema_100150,9265.865499999994,-7.341345000000055,-13.100317092893837
