Signal,Final Equity,Total Return,Max Drawdown
rsma_50100150,11009.365200000035,10.093652000000342,-10.531315002538957
rsma_50100,10892.32830000002,8.923283000000183,-10.803877608467367
rema_100150,10891.728800000024,8.917288000000244,-10.44287460825823
rbo_100,10760.48549999998,7.6048549999998105,-9.12837498210309
rrg,10613.206799999993,6.132067999999924,-7.435021855945871
rema_50100,10600.04570000005,6.000457000000492,-11.000433728381314
rema_50100150,10518.159699999967,5.181596999999671,-8.856576016217865
rsma_100150,10329.082599999956,3.2908259999995693,-6.460249542813864
rbo_50,10086.716100000016,0.8671610000001495,-8.797529964929547
rtt_5020,9764.745599999973,-2.3525440000002673,-6.0842832183928195
rbo_20,9682.040199999969,-3.1795980000003166,-4.678966848202419
