Signal,Final Equity,Total Return,Max Drawdown
rbo_20,10322.061800000014,3.2206180000001305,-6.3782771591083085
rtt_5020,10104.853400000022,1.048534000000223,-4.513630974663759
rbo_50,10031.428600000017,0.3142860000001857,-4.113794436541153
rsma_50100150,9977.906300000013,-0.2209369999998656,-2.2372162029865157
rema_50100,9968.675500000016,-0.3132449999998399,-3.55811059857316
rema_100150,9744.813300000002,-2.5518669999999855,-4.996858862255568
rsma_100150,9728.364799999985,-2.716352000000155,-4.197453797105674
rsma_50100,9679.22839999998,-3.2077160000002047,-5.3135362658956335
rrg,9621.056600000014,-3.7894339999998583,-6.259266727043151
rbo_100,9491.405400000005,-5.085945999999952,-6.915188217764308
rema_50100150,9416.849299999987,-5.831507000000125,-6.563313457934063
